# distance R14
-11.50 -11.40 -11.30 -11.20 -11.10 -11.00 -10.90 -10.80 -10.70 -10.60 -10.50 -10.40 -10.30 -10.20 -10.10 -10.00 -9.90 -9.80 -9.70 -9.60 -9.50 -9.40 -9.30 -9.20 -9.10 -9.00 -8.90 -8.80 -8.70 -8.60 -8.50 -8.40 -8.30 -8.20 -8.10 -8.00 -7.90 -7.80 -7.70 -7.60 -7.50 -7.40 -7.30 -7.20 -7.10 -7.00 -6.90 -6.80 -6.70 -6.60 -6.50 -6.40 -6.30 -6.20 -6.10 -6.00 -5.90 -5.80 -5.70 -5.60 -5.50 -5.40 -5.30 -5.20 -5.10 -5.00 -4.90 -4.80 -4.70 -4.60 -4.50 -4.40 -4.30 -4.20 -4.10 -4.00 -3.90 -3.80 -3.70 -3.60 -3.50 -3.40 -3.30 -3.20 -3.10 -3.00 -2.90 -2.80 -2.70 -2.60 -2.50 -2.40 -2.30 -2.20 -2.10 -2.00 -1.90 -1.80 -1.70 -1.60 -1.50 -1.40 -1.30 -1.20 -1.10 -1.00 -0.90 -0.80 -0.70 -0.60 -0.50 -0.40 -0.30 -0.20 -0.10 -0.00 0.10 0.20 0.30 0.40 0.50 0.60 0.70 0.80 0.90 1.00 1.10 1.20 1.30 1.40 1.50 1.60 1.70 1.80 1.90 2.00 2.10 2.20 2.30 2.40 2.50 2.60 2.70 2.80 2.90 3.00 3.10 3.20 3.30 3.40 3.50 3.60 3.70 3.80 3.90 4.00 4.10 4.20 4.30 4.40 4.50 4.60 4.70 4.80 4.90 5.00 5.10 5.20 5.30 5.40 5.50 5.60 5.70 5.80 5.90 6.00 6.10 6.20 6.30 6.40 6.50 6.60 6.70 6.80 6.90 7.00 7.10 7.20 7.30 7.40 7.50 7.60 7.70 7.80 7.90 8.00 8.10 8.20 8.30 8.40 8.50 8.60 8.70 8.80 8.90 9.00 9.10 9.20 9.30 9.40 9.50 9.60 9.70 9.80 9.90 10.00 10.10 10.20 10.30 10.40 10.50 10.60 10.70 10.80 10.90 11.00 11.10 11.20 11.30 11.40 11.50
# GG.CC
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.002 0.004 0.006 0.009 0.013 0.018 0.025 0.033 0.042 0.052 0.062 0.072 0.081 0.088 0.093 0.096 0.097 0.098 0.098 0.099 0.102 0.105 0.110 0.115 0.119 0.123 0.125 0.125 0.124 0.122 0.119 0.116 0.113 0.111 0.109 0.107 0.105 0.103 0.102 0.100 0.098 0.097 0.095 0.094 0.093 0.092 0.090 0.088 0.085 0.081 0.076 0.071 0.066 0.061 0.057 0.054 0.052 0.049 0.047 0.045 0.042 0.040 0.037 0.036 0.034 0.033 0.031 0.028 0.024 0.019 0.014 0.009 0.006 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.002 0.003 0.005 0.008 0.012 0.016 0.021 0.025 0.028 0.031 0.033 0.035 0.038 0.041 0.044 0.046 0.049 0.051 0.053 0.056 0.060 0.065 0.070 0.075 0.081 0.086 0.090 0.095 0.098 0.101 0.104 0.105 0.106 0.106 0.106 0.106 0.106 0.107 0.109 0.111 0.114 0.116 0.119 0.120 0.120 0.119 0.117 0.113 0.109 0.105 0.100 0.096 0.093 0.089 0.086 0.082 0.078 0.074 0.069 0.064 0.059 0.053 0.046 0.040 0.033 0.027 0.022 0.017 0.013 0.009 0.007 0.004 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
# GG.EE
0.000 0.000 0.000 0.000 0.000 0.001 0.003 0.008 0.016 0.032 0.057 0.095 0.145 0.207 0.273 0.338 0.392 0.427 0.441 0.434 0.409 0.372 0.330 0.288 0.250 0.217 0.190 0.168 0.149 0.132 0.116 0.101 0.086 0.072 0.059 0.048 0.039 0.032 0.026 0.021 0.018 0.015 0.012 0.010 0.009 0.008 0.007 0.006 0.005 0.005 0.004 0.004 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.001 0.001 0.001 0.001 0.002 0.002 0.002 0.002 0.002 0.003 0.003 0.003 0.004 0.004 0.005 0.005 0.006 0.007 0.008 0.009 0.010 0.012 0.014 0.017 0.020 0.024 0.029 0.033 0.039 0.046 0.053 0.063 0.074 0.087 0.102 0.119 0.137 0.157 0.178 0.201 0.224 0.245 0.261 0.269 0.265 0.250 0.224 0.190 0.152 0.115 0.081 0.054 0.033 0.019 0.010 0.005 0.002 0.001 0.000 0.000 0.000 0.000 0.000
# GG.HH
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.001 0.001 0.001 0.002 0.002 0.003 0.003 0.004 0.005 0.005 0.006 0.006 0.008 0.009 0.011 0.013 0.015 0.017 0.020 0.023 0.026 0.029 0.033 0.037 0.043 0.048 0.054 0.061 0.067 0.074 0.081 0.089 0.096 0.102 0.105 0.103 0.094 0.080 0.063 0.045 0.029 0.018 0.010 0.006 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.002 0.004 0.006 0.009 0.013 0.019 0.027 0.043 0.077 0.144 0.261 0.432 0.636 0.822 0.930 0.922 0.810 0.641 0.473 0.343 0.259 0.213 0.187 0.170 0.156 0.141 0.125 0.109 0.093 0.078 0.065 0.052 0.042 0.033 0.025 0.019 0.015 0.011 0.008 0.006 0.005 0.004 0.003 0.002 0.002 0.001 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
# GG.HE
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.002 0.004 0.006 0.009 0.013 0.018 0.025 0.033 0.042 0.052 0.062 0.072 0.081 0.088 0.093 0.096 0.097 0.098 0.098 0.099 0.102 0.105 0.110 0.115 0.119 0.123 0.125 0.125 0.124 0.122 0.119 0.116 0.113 0.111 0.109 0.107 0.105 0.103 0.102 0.100 0.098 0.097 0.095 0.094 0.093 0.092 0.090 0.088 0.085 0.081 0.076 0.071 0.066 0.061 0.057 0.054 0.052 0.049 0.047 0.045 0.042 0.040 0.037 0.036 0.034 0.033 0.031 0.028 0.024 0.019 0.014 0.009 0.006 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.002 0.003 0.005 0.008 0.012 0.016 0.021 0.025 0.028 0.031 0.033 0.035 0.038 0.041 0.044 0.046 0.049 0.051 0.053 0.056 0.060 0.065 0.070 0.075 0.081 0.086 0.090 0.095 0.098 0.101 0.104 0.105 0.106 0.106 0.106 0.106 0.106 0.107 0.109 0.111 0.114 0.116 0.119 0.120 0.120 0.119 0.117 0.113 0.109 0.105 0.100 0.096 0.093 0.089 0.086 0.082 0.078 0.074 0.069 0.064 0.059 0.053 0.046 0.040 0.033 0.027 0.022 0.017 0.013 0.009 0.007 0.004 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
# GG.HC
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.003 0.004 0.007 0.010 0.014 0.018 0.024 0.030 0.036 0.044 0.052 0.061 0.072 0.083 0.093 0.103 0.111 0.117 0.121 0.123 0.124 0.124 0.124 0.122 0.120 0.117 0.114 0.111 0.107 0.102 0.096 0.089 0.083 0.076 0.069 0.062 0.056 0.051 0.048 0.045 0.043 0.041 0.039 0.036 0.032 0.027 0.022 0.017 0.013 0.010 0.008 0.007 0.006 0.005 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.002 0.003 0.006 0.011 0.019 0.029 0.043 0.058 0.073 0.087 0.098 0.105 0.109 0.109 0.106 0.103 0.099 0.099 0.102 0.110 0.124 0.143 0.165 0.188 0.209 0.226 0.238 0.244 0.245 0.241 0.234 0.224 0.213 0.200 0.187 0.175 0.165 0.157 0.154 0.154 0.156 0.159 0.160 0.157 0.149 0.137 0.121 0.103 0.085 0.068 0.052 0.039 0.028 0.019 0.013 0.008 0.005 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
# GG.EC
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.002 0.004 0.007 0.013 0.022 0.036 0.056 0.080 0.110 0.142 0.176 0.207 0.231 0.247 0.252 0.249 0.238 0.223 0.207 0.192 0.179 0.168 0.159 0.150 0.142 0.135 0.126 0.117 0.106 0.095 0.083 0.071 0.062 0.055 0.050 0.049 0.051 0.054 0.059 0.063 0.065 0.065 0.062 0.057 0.049 0.040 0.031 0.023 0.016 0.011 0.008 0.006 0.004 0.003 0.003 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.001 0.002 0.003 0.004 0.004 0.005 0.006 0.007 0.007 0.007 0.008 0.009 0.011 0.014 0.018 0.023 0.028 0.034 0.041 0.048 0.055 0.063 0.071 0.079 0.087 0.095 0.102 0.108 0.114 0.120 0.126 0.132 0.138 0.145 0.152 0.159 0.167 0.177 0.186 0.196 0.206 0.213 0.217 0.217 0.211 0.200 0.183 0.161 0.136 0.110 0.086 0.063 0.045 0.030 0.019 0.012 0.007 0.004 0.002 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
# GG.EH
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.002 0.004 0.006 0.009 0.013 0.018 0.025 0.033 0.042 0.052 0.062 0.072 0.081 0.088 0.093 0.096 0.097 0.098 0.098 0.099 0.102 0.105 0.110 0.115 0.119 0.123 0.125 0.125 0.124 0.122 0.119 0.116 0.113 0.111 0.109 0.107 0.105 0.103 0.102 0.100 0.098 0.097 0.095 0.094 0.093 0.092 0.090 0.088 0.085 0.081 0.076 0.071 0.066 0.061 0.057 0.054 0.052 0.049 0.047 0.045 0.042 0.040 0.037 0.036 0.034 0.033 0.031 0.028 0.024 0.019 0.014 0.009 0.006 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.002 0.003 0.005 0.008 0.012 0.016 0.021 0.025 0.028 0.031 0.033 0.035 0.038 0.041 0.044 0.046 0.049 0.051 0.053 0.056 0.060 0.065 0.070 0.075 0.081 0.086 0.090 0.095 0.098 0.101 0.104 0.105 0.106 0.106 0.106 0.106 0.106 0.107 0.109 0.111 0.114 0.116 0.119 0.120 0.120 0.119 0.117 0.113 0.109 0.105 0.100 0.096 0.093 0.089 0.086 0.082 0.078 0.074 0.069 0.064 0.059 0.053 0.046 0.040 0.033 0.027 0.022 0.017 0.013 0.009 0.007 0.004 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
# GG.CH
0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.001 0.003 0.004 0.007 0.010 0.014 0.018 0.024 0.030 0.036 0.044 0.052 0.061 0.072 0.083 0.093 0.103 0.111 0.117 0.121 0.123 0.124 0.124 0.124 0.122 0.120 0.117 0.114 0.111 0.107 0.102 0.096 0.089 0.083 0.076 0.069 0.062 0.056 0.051 0.048 0.045 0.043 0.041 0.039 0.036 0.032 0.027 0.022 0.017 0.013 0.010 0.008 0.007 0.006 0.005 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.002 0.003 0.006 0.011 0.019 0.029 0.043 0.058 0.073 0.087 0.098 0.105 0.109 0.109 0.106 0.103 0.099 0.099 0.102 0.110 0.124 0.143 0.165 0.188 0.209 0.226 0.238 0.244 0.245 0.241 0.234 0.224 0.213 0.200 0.187 0.175 0.165 0.157 0.154 0.154 0.156 0.159 0.160 0.157 0.149 0.137 0.121 0.103 0.085 0.068 0.052 0.039 0.028 0.019 0.013 0.008 0.005 0.003 0.002 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
# GG.CE
